Annual_Income,Num_of_Delayed_Payment,Monthly_Inhand_Salary,Credit_Score
20127.115,8.0,1800.2595833333337,Poor
27954.68,8.0,2228.556666666667,Good
85328.73,14.0,6858.7275,Good
174098.52,1.0,14496.21,Good
37824.96,12.0,3104.08,Good
128675.76,11.0,10471.98,Good
18409.79,22.0,1594.1491666666668,Poor
29674.93,11.0,2681.910833333333,Good
8578.295,16.0,634.8579166666667,Poor
21905.095,5.0,1787.4245833333334,Good
32908.26,19.0,2504.355,Poor
120955.92,7.0,10021.66,Poor
131235.75,4.0,11085.3125,Good
33214.4,18.0,2842.866666666667,Poor
31722.09,15.0,2577.5075,Good
19608.98,19.0,1408.081666666667,Poor
19606.68,6.0,1341.2984751272948,Poor
34620.62,19.0,2588.0516666666667,Poor
57872.7,20.0,4669.725,Poor
29094.06,17.0,2303.505,Poor
8037.285,1608.0,924.77375,Poor
36647.46,16.0,3043.955,Good
83384.2,11.0,7080.6833333333325,Poor
34677.86,22.0,2725.8216666666667,Poor
57296.46,18.0,4618.705,Poor
76909.76,20.0,6546.1466666666665,Poor
16833.105,15.0,1542.75875,Good
17153.69,22.0,1206.4741666666666,Poor
65454.42,12.0,5205.535,Poor
37516.41,4.0,3252.3675000000007,Poor
18944.84,23.0,1616.736666666667,Poor
20373.24,12.0,1845.77,Poor
43832.92,17.0,3052.748607413092,Good
32629.08,22.0,2672.09,Poor
86015.16,3.0,6997.93,Poor
80539.08,18.0,6542.59,Poor
38323.07,12.0,3342.589166666666,Good
34365.96,23.0,2993.83,Poor
137097.8,8.0,11356.816666666666,Good
57377.16,22.0,4651.43,Poor
30528.52,10.0,2269.043333333333,Good
37898.34,8.0,3244.195,Poor
81935.42,15.0,6867.951666666668,Poor
53218.86,19.0,4715.905,Poor
42918.75,3.0,3295.5625,Good
39161.2,4.0,3088.433333333333,Poor
69601.24,10.0,5908.1033333333335,Poor
53579.55,19.0,4639.9625,Poor
20915.42,16.0,1616.9516666666666,Poor
10186.205,15.0,846.8504166666668,Poor
15678.385,6.0,1447.532083333333,Good
40276.27,14.0,3381.355833333333,Poor
17663.535,9.0,1767.96125,Good
129727.4,18.0,11076.616666666669,Good
115800.54,0.0,9860.045,Poor
133068.44,8.0,11063.036666666669,Good
41290.29,2.0,3601.8575,Good
94312.05,10.0,7702.337499999999,Poor
17497.83,14.0,1409.1525,Poor
14219.345,16.0,1418.945416666667,Good
16953.985,3.0,1684.8320833333337,Poor
51370.17,17.0,4042.8475,Poor
30661.16,17.0,2338.096666666667,Good
21509.645,4.0,1639.4704166666668,Good
43892.31,22.0,3798.6925,Poor
10034.725,22.0,939.2270833333332,Poor
9816.78,23.0,890.065,Poor
44058.44,2.0,3541.536666666667,Good
41122.99,0.0,3661.915833333333,Good
15985.29,10.0,1210.9858277517103,Poor
36647.46,18.0,3043.955,Good
18578.88,11.0,1426.24,Good
20377.7,18.0,1659.1416666666669,Poor
177546.36,6.0,14813.53,Good
57107.12,13.0,4462.926666666667,Poor
14205.09,19.0,1086.7575,Poor
119113.71,0.0,9694.1425,Good
91018.76,15.0,7746.896666666666,Poor
33012.39,16.0,2793.0325,Good
65588.1,20.0,4813.717402541748,Good
16192.1,21.0,1284.3416666666667,Poor
108488.61000000002,14.0,8773.7175,Good
165396.2,7.0,13575.016666666668,Good
18137.25,10.0,1729.4375,Poor
18784.88,21.0,1371.4066666666668,Poor
7919.535,15.0,875.96125,Poor
32186.31,10.0,2957.1925,Good
59673.22,12.0,5200.768333333333,Good
28128.16,28.0,2337.0133333333333,Poor
76887.92,19.0,6445.326666666668,Poor
112095.72,15.0,9559.31,Good
42918.75,3.0,3295.5625,Good
113284.84,16.0,9516.403333333334,Poor
58366.22,18.0,5041.8516666666665,Good
40457.96,6.0,3197.4966666666664,Poor
19896.89,18.0,1434.0741666666663,Poor
103187.22,8.0,8420.935,Good
57838.06,0.0,4617.838333333333,Good
36539.18,1.0,3101.0853633916267,Good
90894.08,13.0,7744.506666666667,Poor
39459.88,0.0,3530.3233333333333,Good
20364.57,8.0,1626.0475,Poor
128283.84,4.0,10873.32,Poor
8779.145,22.0,507.59541666666667,Poor
41922.4,18.0,3564.5333333333333,Poor
129067.59,5.0,10795.6325,Good
88331.64,7.0,7463.97,Good
28488.56,19.0,2182.0466666666666,Poor
125597.52,9.0,9367.50018663296,Good
110758.68,15.0,9389.89,Good
77604.32,14.0,6300.026666666668,Poor
39379.07,8.0,3428.589166666666,Good
9735.115,19.0,695.2595833333335,Good
132003.96,2.0,11062.33,Good
13603.41,17.0,863.6175000000002,Good
21229.73,-1.0,1709.144166666667,Poor
35611.71,10.0,3255.6425,Poor
16387868.0,25.0,4651.43,Poor
167922.52,6.0,14257.543333333331,Good
40332.61,7.0,3435.050833333333,Good
14445.76,20.0,1040.8133333333333,Poor
56135.16,13.0,4753.93,Poor
64674.2,23.0,5675.516666666666,Poor
69895.56,8.0,5893.63,Poor
79510.95000000001,3920.0,6805.912500000001,Poor
16465.64,15.0,1672.1366666666663,Poor
17393.305,14.0,1158.4420833333334,Good
33189.02,10.0,2951.751666666666,Good
36943.76,5.0,3081.8838535698683,Good
24418.33,13.0,2304.860833333333,Poor
30199.19,9.0,2741.5991666666664,Good
160930.32,14.0,13484.86,Good
39977.21,10.0,3583.4341666666664,Good
38721.76,22.0,3104.813333333333,Poor
17169.465,11.0,1176.78875,Good
41794.32,12.0,3347.86,Good
14135.23,23.0,1415.9358333333332,Good
42491.46,17.0,3770.955,Poor
144037.08,12.0,12222.089999999998,Poor
26396.88,16.0,2356.74,Poor
15589.34,25.0,1005.1116666666668,Poor
29041.4,0.0,2646.116666666667,Poor
14920.97,16.0,1424.414166666667,Poor
123299.12,1.0,10209.926666666666,Good
10281.435,9.0,1138.78625,Poor
20320.175,10.0,1664.3479166666666,Good
126382.92,8.0,10386.91,Good
15479.34,24.0,1143.945,Poor
74800.0,7.0,5967.333333333332,Good
78658.16,8.0,6390.846666666667,Good
147848.64,2.0,12274.72,Good
152796.76,3.0,12845.063333333335,Good
105308.68,17.0,8538.723333333333,Poor
7567.505,19.0,749.6254166666665,Poor
66061.04,19.0,5762.086666666666,Poor
15305.23,19.0,1105.4358333333332,Poor
43581.71,12.0,3679.8091666666655,Poor
36463.7,5.0,2845.6416666666664,Good
74437.44,2.0,6184.12,Good
56797.38,15.0,4784.115,Poor
63248.52,8.0,5074.71,Poor
17501.4,18.0,1351.45,Poor
20273.53,15.0,1427.460833333333,Poor
16685.02,17.0,1536.418333333333,Poor
42048.24,8.0,3758.02,Good
63528.7,13.0,5132.058333333333,Poor
35862.37,4.0,3172.5308333333337,Good
19997.48,25.0,1562.456666666667,Poor
166658.68,8.0,14058.223333333332,Good
21205.72,14.0,1556.1433333333334,Good
17685.73,12.0,1552.8108333333332,Good
39141.08,8.0,3134.7566666666667,Good
80942.22,2.0,6630.185,Good
117946.44,-1.0,9988.87,Good
77672.34,4.0,6766.695,Good
52949.06999999999,12.0,4465.4225,Poor
22431.61,0.0,1775.3008333333337,Good
97266.3,3.0,8278.524999999998,Good
19123.56,24.0,1804.63,Poor
18769.1,19.0,1460.0916666666665,Poor
14759.53,18.0,1394.960833333333,Poor
14293.43,14.0,1465.1191666666666,Poor
50109.76,20.0,4354.8133333333335,Good
7012.31,2162.0,577.3591666666667,Poor
128847.0,9.0,10980.25,Poor
96562.8,12.0,7671.250733745549,Good
69050.52,15.0,5722.21,Good
24879.05,19.0,2085.2541666666666,Poor
73606.16,9.0,5852.846666666667,Poor
10127.625,16.0,872.96875,Poor
18670.98,17.0,1553.915,Good
87314.67,7.0,7121.2225,Good
40403.35,9.0,3340.945833333333,Poor
68611.44,0.0,5790.62,Poor
137714.36,10.0,11609.196666666665,Good
97384.44,10.0,8167.37,Poor
131701.12,14.0,10704.093333333332,Good
170824.68,4.0,14489.39,Poor
30961.62,6.0,2283.135,Poor
22945284.0,16.0,6648.656666666668,Poor
17509.0,16.0,1657.083333333333,Poor
18793.34,6.0,1612.111666666667,Poor
20915.43,14.0,1533.9525,Poor
35007.33,9.0,3158.2775,Good
107911.6,18.0,9168.633333333331,Poor
30623.61,3.0,2599.067861910859,Good
9599.265,17.0,618.9387499999998,Poor
61016.88,11.0,5090.74,Good
10216.36,23.0,679.3633333333332,Poor
15984.15,14.0,1303.0125,Poor
7908.0,15.0,533.0,Poor
80953.20000000001,10.0,6722.100000000001,Good
80906.36,16.0,6990.196666666668,Poor
20938.03,18.0,1896.835833333333,Poor
107451.03,7.0,9204.2525,Good
76284.72,9.0,6451.06,Poor
16367.605,3.0,1221.9670833333332,Poor
72757.26,1.0,5816.105,Good
7798.79,16.0,885.8991666666667,Poor
38873.38,18.0,3124.4483333333333,Poor
18146.26,13.0,1442.188333333333,Poor
49099.68,23.0,4014.64,Poor
72287.52,3478.0,5910.96,Poor
15845.47,16.0,1039.4558333333332,Poor
59494.14,3.0,5162.845,Good
85280.88,9.0,6846.740000000002,Good
35350.24,9.0,3085.853333333333,Good
19331.53,17.0,1417.960833333333,Poor
30386.2,22.0,2650.183333333333,Poor
8953.055,17.0,807.0879166666667,Poor
112671.27,6.0,9454.2725,Good
54842.58,17.0,4734.215,Poor
71479.6,12.0,6184.633333333334,Poor
110439.56,16.0,9224.296666666669,Good
30366.16,8.0,2329.5133333333333,Poor
60983.72,0.0,5162.9766666666665,Poor
7680.08,26.0,544.0066666666668,Poor
40550.16,17.0,3333.1800000000007,Poor
59039.52,16.0,4840.96,Good
41070.53,12.0,3364.544166666666,Good
82668.24,8.0,6873.02,Poor
19257912.0,7.0,11809.56,Good
17361.38,17.0,1742.781666666667,Poor
56390.0,18.0,4743.166666666667,Poor
54834.69,15.0,4508.5575,Poor
44986.55,1.0,3689.879166666667,Good
87636.03,5.0,7265.0025,Good
150339.96,1.0,12614.33,Good
88818.56,1.0,7139.546666666666,Good
19795.89,11.0,1203.1881875769548,Good
32900.5,12.0,2625.708333333333,Poor
61883.44,25.0,4914.953333333334,Poor
20908.12,9.0,1566.9076822719744,Good
50291.22,13.0,3999.935,Poor
60082.77,20.0,5125.8975,Poor
8555.32,20.0,702.9433333333333,Poor
47641.53,23.0,4194.127500000001,Poor
62424.12,18.0,5010.01,Poor
61936.88,19.0,5216.406666666667,Poor
40492.58,17.0,3275.3816666666667,Poor
20196.67,21.0,1679.055833333333,Poor
23737.09,12.0,2241.0908333333336,Poor
17641.87,11.0,1306.1558333333332,Poor
178088.4,7.0,14839.7,Poor
131235.75,5.0,11085.3125,Good
39656.72,22.0,3369.726666666667,Good
66979.76,16.0,5398.6466666666665,Poor
57462.92,12.0,4531.576666666667,Good
51370.17,17.0,4042.8475,Poor
9444.795,11.0,850.06625,Poor
16770.91,8.0,1617.575833333333,Poor
35329.84,1.0,2819.153333333333,Good
14851.27,24.0,1462.605833333333,Poor
14070.22,15.0,1148.5183333333332,Poor
142170.12,1.0,11584.51,Good
65558.36,28.0,5715.196666666668,Poor
101748.16,21.0,8382.013333333334,Good
16014.16,24.0,1402.513333333333,Poor
31024.77,10.0,2415.3975,Good
85038.87,8.0,6836.572499999998,Good
14099.52,17.0,990.4022699937736,Poor
36115.92,3.0,2716.66,Good
58166.6,18.0,5117.216666666666,Poor
17116.55,24.0,1722.3791666666666,Poor
35615.68,7.0,2677.973333333333,Poor
15528.29,16.0,1340.0241666666668,Poor
179072.36,8.0,15136.696666666665,Good
121966.28,9.0,10161.856666666668,Good
18587.64,23.0,1578.97,Poor
16769.58,18.0,1335.465,Poor
40196.9,12.0,3390.741666666667,Good
16383.26,18.0,1315.2716666666668,Poor
19493.51,15.0,1662.4591666666663,Poor
7622.665,20.0,848.2220833333333,Poor
89495.67,1.0,7417.9725,Poor
17282.84,17.0,1326.236666666667,Poor
33065.8,10.0,2690.4833333333336,Poor
22159.95,17.0,1739.6625,Good
148570.8,3222.0,12370.9,Good
80392.84,21.0,6633.403333333333,Poor
29313.3,4.0,2151.775,Good
7599.035,20.0,898.2529166666667,Poor
16770.6,17.0,1488.55,Poor
21313.765,8.0,1590.147083333333,Good
75436.72,22.0,6052.3933333333325,Poor
70347.0,22.0,5913.25,Poor
13309.51,19.0,836.1258333333333,Good
20592.97,10.0,1843.0808333333327,Poor
7704373.0,10.0,9884.416666666666,Good
9730.25,17.0,975.8541666666664,Poor
28784.53,8.0,2547.710833333333,Good
18192.4,22.0,1473.0333333333335,Poor
65937.12,13.0,5465.759999999998,Good
141952.76,19.0,11726.396666666667,Good
64057.72,3069.0,5082.143333333333,Good
68299.4,21.0,5401.616666666666,Poor
146746.12,1.0,12277.843333333332,Good
79367.94,15.0,6535.995,Good
15766.76,14.0,1288.8966666666668,Poor
53052.2,9.0,4546.016666666666,Poor
49023.60000000001,18.0,3935.300000000001,Poor
10418.315,25.0,689.1929166666667,Poor
20739.75,20.0,1916.3125,Poor
41754.92,15.0,3679.5766666666655,Poor
39011.12,19.0,3014.9266666666667,Poor
31227.62,7.0,2745.3016666666667,Good
67321.96,8.0,5834.163333333334,Good
14839.245,8.0,1147.60375,Good
16956.9,20.0,1480.075,Poor
43734.68,11.0,3650.556666666667,Good
16568.58,17.0,1601.715,Poor
9133.965,9.0,494.1637500000001,Poor
61923.66,20.0,5245.305,Poor
17773.775,2.0,1388.1479166666668,Good
152340.56,12.0,12568.046666666669,Good
16253.0,16.0,1620.416666666667,Poor
36186.85,10.0,2797.570833333333,Poor
17455.36,16.0,1222.6133333333337,Poor
83034.44,18.0,7150.536666666668,Poor
29280.44,3.0,2237.716497885463,Poor
18322.56,21.0,1796.88,Poor
54430.71,16.0,4471.8925,Poor
32401.4,22.0,2742.116666666667,Poor
33818.63,0.0,2535.2191666666668,Good
33042.48,13.0,2942.5400000000004,Good
15106.33,16.0,1540.8608333333334,Poor
16974.83,17.0,1527.569166666667,Poor
35940.94,8.0,2718.078333333333,Good
29651.23,15.0,2460.935833333333,Good
17157.47,18.0,1656.789166666667,Good
13347.835,21.0,1064.3195833333332,Poor
34014.64,11.0,2742.5533333333333,Poor
61451.04,20.0,4939.92,Poor
132848.88,13.0,10920.74,Good
30365.13,3.0,2353.4275,Good
27954.68,11.0,2228.556666666667,Good
19995.55,16.0,1644.237907536177,Poor
162687.32,7.0,13421.276666666668,Good
15318.095,14.0,1200.5079166666667,Good
8949.695,22.0,576.8079166666666,Poor
33494.36,25.0,2677.1966666666667,Poor
20937.38,20.0,1650.781666666667,Poor
152078.0,15.0,12435.166666666664,Poor
32297.67,13.0,2924.4725,Good
7161.64,17.0,758.8033333333334,Poor
85368.27,7.0,6889.0225,Good
18110.7,16.0,1733.225,Poor
164580.36,9.0,13871.03,Good
101112.6,20.0,8600.05,Good
41329.56,10.0,3421.13,Good
100268.73,12.0,7836.788821206782,Good
104708.79,10.0,8717.7325,Good
116034.93,14.0,9446.5775,Good
19989.65,21.0,1563.8041666666668,Poor
8475.64,25.0,794.3033333333333,Poor
144469.36,0.0,11835.113333333333,Poor
127430.52,2.0,10870.21,Good
9388.27,19.0,978.3558333333334,Poor
88325.58,0.0,7486.465,Good
32303.73,1.0,2927.9775,Good
79300.22,-3.0,6354.3516666666665,Good
28747.25,9.0,2523.6041666666665,Good
90701.28,3.0,7654.44,Poor
14937.63,14.0,1495.8025,Poor
8973.16,21.0,762.7633333333333,Poor
18600.88,16.0,1386.0733333333335,Poor
79556.12,8.0,6800.676666666666,Poor
20302.59,25.0,1991.8825,Poor
72219.48,27.0,5866.29,Poor
81465.64,25.0,6699.803333333332,Poor
11126.925,16.0,1000.9630497410318,Good
33447.42,9.0,2859.285,Poor
17451.235,15.0,1276.2695833333337,Poor
58280.72,4.0,4760.7266666666665,Good
14471.785,10.0,1086.982083333333,Good
67512.6,11.0,5804.05,Poor
82920.2,7.0,7201.016666666666,Good
122434.23,2.0,10004.8525,Good
44705.10000000001,12.0,3856.425000000001,Poor
144037.08,10.0,12222.089999999998,Poor
85918.76,10.0,7210.896666666666,Good
21252.83,6.0,1778.069166666667,Good
138920.84,9.0,11503.736666666666,Poor
34493.92,19.0,3043.4933333333333,Poor
8137.58,13.0,554.1316666666668,Good
76257.52,20.0,6383.793333333334,Poor
88685.32,3.0,7417.443333333334,Good
21596.24,6.0,1962.686666666667,Good
7718.76,24.0,900.23,Poor
86957.85,16.0,6769.936269300187,Good
118677.54,11.0,9963.795,Good
31848.72,4.0,2588.06,Good
74820.12,16.0,6511.009999999998,Poor
123526.8,7.0,10241.9,Good
16770.91,11.0,1617.575833333333,Poor
35350.24,11.0,3085.853333333333,Good
42829.15,4.0,3535.0958333333333,Good
173569.2,3.0,14672.1,Good
160057.96,9.0,13417.163333333332,Good
58865.88,14.0,4622.49,Poor
32411.63,20.0,2752.9691666666668,Good
89417.16,13.0,7170.43,Good
20723.8,25.0,1611.9833333333331,Poor
150625.48,6.0,12336.123333333337,Good
14697.78,19.0,1369.815,Poor
50787.69,19.0,4209.3075,Poor
75354.48,26.0,6563.54,Poor
17767.86,10.0,1592.655,Good
65383.72,11.0,5522.6433333333325,Poor
37443.13,1.0,3091.2608333333333,Poor
14480.21,20.0,943.6841666666668,Poor
124623.9,12.0,10305.325,Good
17560.74,18.0,1244.3950000000002,Poor
37443.81,5.0,2990.3175,Good
8394.57,9.0,818.5475,Poor
20906.89,15.0,1620.240833333333,Poor
17653.7,17.0,1418.1416666666669,Poor
30228.82,16.0,2406.068333333333,Poor
24206.09,15.0,1666.7176550932586,Good
114826.56,1.0,9280.88,Good
14115.22,19.0,1309.2683333333332,Poor
39014.5,13.0,3456.208333333333,Poor
28824.58,12.0,2679.0483333333336,Good
10105.995,18.0,552.1662500000001,Poor
13672037.0,16.0,3143.796666666666,Poor
9481.025,10.0,561.0854166666667,Poor
41547.99,9.0,3192.3325,Poor
114467.67,11.0,9803.9725,Poor
9194.97,16.0,704.2475,Poor
15968.14,19.0,1380.678333333333,Poor
57877.95,11.0,4531.1625,Poor
34547.54,13.0,2994.961666666666,Good
39231.42,11.0,3202.285,Poor
8255.925,19.0,831.99375,Poor
29041.4,0.0,2646.116666666667,Poor
19457.51,23.0,1850.4591666666663,Poor
16399.77,20.0,1114.6475,Poor
8137.625,21.0,680.1354166666666,Poor
56047.34,8.0,4136.1493861928775,Good
28112.52,6.0,2270.71,Good
49354.08,25.0,3924.84,Poor
74829.56,21.0,6521.796666666666,Poor
68299.04,0.0,5887.586666666666,Good
51950.28,11.0,4218.19,Poor
43900.02,16.0,3548.3350000000005,Poor
32737.58,10.0,2729.1316666666667,Good
42399.03,2655.0,3572.2525,Poor
104658.75,14.0,8434.5625,Poor
44248.14,17.0,3654.345,Poor
82757.96,21.0,6692.496666666668,Poor
52830.0,21.0,4506.5,Poor
67917.44,13.0,5611.786666666668,Poor
7699.255,21.0,809.6045833333334,Good
32904.13,0.0,2885.0108333333333,Good
17732.92,25.0,1343.7433333333329,Poor
39242.1,3.0,3229.175,Good
98887.41,2.0,8176.6175,Poor
29146.6,8.0,2561.883333333333,Good
103968.38999999998,8.0,8612.0325,Poor
118041.38999999998,10.0,9709.7825,Good
69571.3,3.0,5805.608333333334,Good
163978.4,1.0,13830.866666666669,Good
95310.03,11.0,7978.5025,Good
84504.51,17.0,7135.0425,Good
17039.415,4.0,1616.95125,Poor
39459.88,0.0,3530.3233333333333,Good
35719.4,12.0,2802.616666666667,Good
15985.29,10.0,1210.9858277517103,Poor
64118.72,11.0,5229.2266666666665,Poor
31696.73,12.0,2363.3941666666665,Good
82015.88,11.0,6907.656666666668,Good
60214.04,18.0,5034.836666666667,Poor
50817.9,15.0,4531.825,Poor
39296.5,9.0,3261.708333333333,Good
60882.9,19.0,5157.575,Poor
14780.71,20.0,1224.7258333333332,Poor
15659.24,24.0,1469.2323324538966,Poor
20521.36,12.0,1721.1133333333337,Poor
30548.74,21.0,2727.728333333333,Poor
21846.06,3.0,1978.505,Good
18927.65,15.0,1779.3041666666668,Poor
34512.78,8.0,2902.065,Poor
20062.49,25.0,1908.874166666667,Poor
41751.65,0.0,3442.304166666667,Good
130597.17,7.0,10775.0975,Good
9141.63,17.0,797.8024999999999,Poor
20562.56,12.0,1651.5466666666669,Poor
120404.22,10.0,10107.685,Good
29827.36,19.0,2722.613333333333,Poor
84833.62,0.0,6875.468333333332,Good
18863.28,22.0,1515.9399999999996,Poor
11018596.0,25.0,1175.1483333333333,Poor
8627.12,18.0,473.92666666666673,Poor
132986.73,2.0,11019.2275,Good
37822.18,25.0,3082.848333333333,Poor
37976.68,22.0,2997.723333333333,Poor
38643.04,10.0,3506.2533333333336,Good
36354.02,16.0,3062.501666666666,Poor
15371.47,10.0,986.9558333333332,Poor
16858.01,14.0,1600.8341666666663,Poor
16444.42,20.0,1411.368333333333,Poor
54378.51,25.0,4369.5425,Poor
16041.85,17.0,1479.8208333333334,Poor
9691.165,11.0,689.5970833333334,Poor
71809.76,18.0,6168.1466666666665,Poor
14707.375,0.0,1198.6145833333333,Good
52643.34,15.0,4595.945,Poor
38631.06,16.0,3046.255,Good
40391.66,21.0,3357.971666666667,Poor
17177.52,8.0,1535.46,Poor
42787.44,19.0,3802.62,Poor
42399.03,14.0,3572.2525,Poor
65522.84,23.0,5376.236666666667,Poor
40100.45,15.0,3280.7041666666664,Good
57309.78,18.0,4623.815,Poor
39594.66,4.0,3534.5550000000007,Good
33917.38,12.0,2505.9477735843907,Poor
18762.55,372.0,1710.5458333333331,Poor
20380.865,0.0,1660.405416666667,Good
24342.5,17.0,2057.541666666667,Poor
12741.58,19.0,1234.7983333333334,Poor
31781.22,7.0,2727.435,Good
20027.29,8.0,1491.940833333333,Poor
39453.74,2.0,3254.811666666666,Good
49211.16,8.0,4048.93,Poor
18927.65,15.0,1779.3041666666668,Poor
31896.42,7.0,2417.035,Good
83595.72,16.0,7214.31,Good
41468.9,24.0,3173.741666666667,Poor
36379.24,9.0,2838.603333333333,Poor
32291.88,21.0,2876.99,Poor
9110.175,27.0,753.18125,Poor
8621042.0,24.0,1011.5766666666668,Poor
45705.04,13.0,3722.7533333333336,Poor
67151.6,14.0,5497.966666666667,Good
138722.36,7.0,11264.196666666665,Good
73085.96,15.0,5947.496666666668,Poor
9615.485,13.0,607.2904166666667,Poor
16691.32,6.0,1292.9433333333334,Poor
106141.53,1.0,7942.695240337763,Good
54904.1,18.0,4839.341666666666,Good
34625.24,16.0,3006.436666666666,Poor
19660.58,12.0,1419.381666666667,Good
60462.44,20.0,5081.536666666667,Poor
22434.16,20.0,2060.5133333333333,Good
61936.88,18.0,5216.406666666667,Poor
8969.985,21.0,617.4987500000002,Poor
43279.04,12.0,3308.586666666666,Good
14672.87,9.0,1281.7391666666667,Poor
69073.65,10.0,5560.763864309554,Good
57857.10000000001,8.0,4812.425,Poor
115736.92,11.0,9541.743333333334,Good
49215.3,9.0,3962.275,Poor
58871.28,10.0,5042.94,Good
16708.07,18.0,1359.3391666666666,Poor
80396.86,11.0,6623.738333333334,Good
88799.78,10.0,7265.9816666666675,Good
134499.84,10.0,11019.32,Good
40207.94,19.0,3068.661666666667,Poor
38992.57,6.0,3144.380833333333,Good
57818.72,16.0,4864.2266666666665,Poor
15968.14,20.0,1380.678333333333,Poor
8312.495,16.0,893.7079166666667,Poor
20558.68,18.0,1899.223333333333,Poor
39887.22,21.0,3224.935,Poor
34898.52,16.0,2923.21,Poor
28817.1,6.0,2191.425,Good
39284.17,2.0,3072.6808333333333,Good
9389.1,22.0,950.425,Poor
20623.16,22.0,1592.5966666666666,Poor
32179.72,19.0,2828.643333333333,Poor
18005.41,9.0,1213.450833333333,Poor
38861.72,1.0,3511.476666666667,Good
15907.91,10.0,1272.6591666666666,Poor
15350.03,14.0,998.1691666666668,Poor
35166.35,12.0,3139.5291666666667,Good
17273.83,23.0,1281.4858333333334,Poor
8113.06,16.0,732.0883333333335,Poor
38443.42,13.0,2918.6183333333333,Poor
31241.2,22.0,2719.433333333333,Poor
19685.13,19.0,1857.4275,Poor
20987.56,25.0,1766.9633333333334,Poor
96943.47,11.0,8107.6225,Good
73802.24,15.0,5971.186666666667,Poor
128515.52,9.0,10879.626666666669,Poor
50608.23,23.0,4132.3525,Poor
72604.48,17.0,5951.373333333332,Poor
43623.84,21.0,3592.32,Poor
17706148.0,10.0,6943.133333333334,Poor
118462.56,5.0,9702.88,Good
7139.64,24.0,451.97,Poor
107437.53,4.0,8665.1275,Poor
58468.08,8.0,4592.34,Poor
20592.97,10.0,1843.0808333333327,Poor
132552.16,6.0,11094.013333333334,Good
37579.75,4.0,2891.645833333333,Good
8940.905,25.0,990.0754166666668,Poor
7106.15,21.0,592.1791666666667,Poor
81609.78,2.0,7084.815,Good
18707.73,18.0,1751.9775,Poor
159560.76,9.0,13580.73,Good
18503.85,8.0,1634.9875,Poor
30564.65,10.0,2554.054166666667,Good
44756.64,18.0,3611.72,Poor
36722.84,8.0,2820.236666666666,Poor
124782.2,10.0,10123.516666666666,Good
8058.875,15.0,508.5729166666666,Poor
36104.82,17.0,3294.735,Poor
42236.79,24.0,3475.7325,Poor
94031.7,19.0,8115.975000000001,Good
67394.92,18.0,5844.243333333333,Poor
49215.3,9.0,3962.275,Poor
27880.82,11.0,2145.401666666666,Good
46485.27,24.0,3874.7725000000014,Poor
7946.09,27.0,883.1741666666667,Poor
131908.24,9.0,11162.353333333333,Good
21162434.0,8.0,2191.425,Good
69981.32,15.0,5971.776666666668,Poor
47641.53,20.0,4194.127500000001,Poor
34269.74,9.0,2950.811666666666,Good
20889.64,22.0,1616.803333333333,Poor
162550.04,3.0,13331.836666666668,Good
42216.93,13.0,3524.0775,Poor
30118.94,25.0,2473.9116666666664,Poor
32493.04,12.0,2503.7533333333336,Good
69605.0,9.0,5543.416666666668,Poor
18550.4,10.0,1660.8666666666668,Poor
20397.855,3.0,1690.82125,Poor
25795.66,22.0,1924.638333333333,Good
95596.35,1.0,8205.3625,Good
52266.76,18.0,3844.9098762535073,Good
59494.14,5.0,5162.845,Good
7703.635,14.0,651.9695833333334,Poor
15277.06,17.0,1225.0883333333334,Poor
40019.0,4.0,3401.916666666666,Good
38735.57,11.0,3187.964166666666,Good
16603.43,11.0,1205.6191666666666,Poor
95999.44,17.0,7725.953333333334,Good
29353.04,25.0,2282.0866666666666,Poor
77594.48,14.0,6637.206666666666,Poor
85554.03,7.0,7185.5025,Good
32200.64,16.0,2552.3866666666668,Poor
156608.6,4.0,13319.716666666667,Poor
40554.44,22.0,3380.536666666667,Poor
33930.63,7.0,3061.5525,Good
64249.44,13.0,5428.12,Poor
31655.9,3.0,2516.991666666667,Good
29944.64,14.0,2787.3866666666668,Good
17153.69,24.0,1206.4741666666666,Poor
18495.14,13.0,1839.2616666666663,Good
20417.48,25.0,1646.2809777904044,Poor
87714.58,10.0,7483.548333333332,Poor
19570.56,22.0,1373.88,Poor
42900.21,13.0,3480.0175,Poor
46036.35000000001,17.0,3930.362500000001,Poor
18268.61,11.0,1317.3841666666667,Good
58208.24,16.0,4748.6866666666665,Poor
7110.93,16.0,843.5775,Poor
14432.87,8.0,1185.7391666666667,Good
20090.02,21.0,1570.168333333333,Poor
33841.55,4.0,2741.129166666667,Good
44188.5,19.0,3413.375,Poor
16234.66,17.0,1084.888333333333,Poor
81538.76,23.0,6963.8966666666665,Poor
99007.68,14.0,8223.64,Good
18671.92,9.0,1546.993333333333,Poor
18282.34,16.0,1769.5283333333334,Poor
29167.68,24.0,2138.64,Poor
57452.43000000001,25.0,4802.7025,Poor
39928.5,16.0,3375.375,Good
10405.01,15.0,694.0841666666665,Poor
78738.68,20.0,6583.556666666666,Poor
30128.6,15.0,2716.7166666666667,Poor
22143.31,19.0,2110.275833333333,Poor
65085.76,21.0,5702.8133333333335,Poor
38444.52,6.0,2975.71,Poor
57913.84,23.0,5014.153333333333,Poor
21301.19,11.0,1372.4249013263498,Good
105565.71,17.0,8813.1425,Good
